Fecha,NO,NO2,SO2,O3,NOX,C6H6,C7H8,XIL,PM10,Ruido
23 nov. 2020 23:11,4.0,34.0,10.0,16.0,40.0,1.0,0.9,2.0,29.0,
24 nov. 2020 00:11,3.0,17.0,10.0,28.0,22.0,1.0,1.1,2.0,24.0,
24 nov. 2020 01:11,3.0,11.0,10.0,57.0,15.0,1.0,1.1,2.0,28.0,
24 nov. 2020 02:11,3.0,9.0,10.0,71.0,14.0,1.0,1.1,2.0,16.0,
24 nov. 2020 03:11,3.0,9.0,10.0,72.0,13.0,1.0,1.1,2.0,11.0,
24 nov. 2020 04:11,3.0,8.0,9.0,60.0,12.0,1.0,1.1,2.0,8.0,
24 nov. 2020 05:11,3.0,8.0,9.0,62.0,13.0,1.0,1.1,2.0,10.0,
24 nov. 2020 06:11,3.0,8.0,9.0,57.0,13.0,1.0,1.1,2.0,8.0,
24 nov. 2020 07:11,3.0,11.0,9.0,57.0,16.0,1.0,1.1,2.0,12.0,
24 nov. 2020 08:11,3.0,11.0,10.0,52.0,16.0,1.0,1.1,2.0,11.0,
24 nov. 2020 09:11,3.0,13.0,10.0,49.0,18.0,1.0,1.1,2.0,12.0,
24 nov. 2020 10:11,5.0,19.0,9.0,48.0,26.0,1.0,0.9,2.0,20.0,
24 nov. 2020 11:11,5.0,18.0,9.0,50.0,25.0,0.9,1.1,1.9,23.0,
24 nov. 2020 12:11,4.0,12.0,10.0,62.0,18.0,1.0,1.1,2.0,32.0,
24 nov. 2020 13:11,5.0,12.0,9.0,81.0,20.0,0.8,1.0,2.0,68.0,
24 nov. 2020 14:11,3.0,11.0,8.0,94.0,16.0,1.0,1.1,2.0,8.0,
24 nov. 2020 15:11,4.0,10.0,8.0,99.0,15.0,1.0,1.1,2.0,16.0,
24 nov. 2020 16:11,4.0,8.0,7.0,100.0,13.0,1.0,1.1,2.0,15.0,
24 nov. 2020 17:11,4.0,9.0,6.0,97.0,15.0,1.0,1.1,2.0,24.0,
24 nov. 2020 18:11,6.0,11.0,6.0,84.0,20.0,1.0,1.1,2.0,22.0,
24 nov. 2020 19:11,4.0,21.0,7.0,63.0,27.0,1.0,1.0,2.0,27.0,
24 nov. 2020 20:11,6.0,35.0,8.0,33.0,44.0,1.0,0.8,2.0,39.0,
24 nov. 2020 21:11,14.0,57.0,9.0,9.0,78.0,1.0,0.6,2.0,43.0,
24 nov. 2020 22:11,5.0,38.0,9.0,12.0,46.0,1.0,0.8,2.0,32.0,
24 nov. 2020 23:11,4.0,26.0,9.0,17.0,32.0,1.0,1.1,2.0,17.0,
25 nov. 2020 00:11,3.0,12.0,9.0,29.0,16.0,1.0,1.1,2.0,12.0,
25 nov. 2020 01:11,3.0,14.0,9.0,26.0,18.0,1.0,1.1,2.0,34.0,
25 nov. 2020 02:11,3.0,11.0,10.0,25.0,15.0,1.0,1.1,2.0,48.0,
25 nov. 2020 03:11,3.0,11.0,9.0,23.0,15.0,1.0,0.6,2.0,36.0,
25 nov. 2020 04:11,3.0,8.0,10.0,24.0,12.0,1.0,0.8,2.0,24.0,
25 nov. 2020 05:11,3.0,10.0,9.0,28.0,14.0,1.0,0.8,2.0,21.0,
25 nov. 2020 06:11,3.0,10.0,8.0,34.0,14.0,1.0,0.9,2.0,15.0,
25 nov. 2020 07:11,3.0,15.0,9.0,24.0,20.0,1.0,0.8,2.0,16.0,
25 nov. 2020 08:11,5.0,24.0,9.0,18.0,32.0,1.0,1.1,2.0,16.0,
25 nov. 2020 09:11,4.0,23.0,11.0,38.0,30.0,1.0,1.1,2.0,26.0,
25 nov. 2020 10:11,6.0,17.0,12.0,42.0,26.0,1.0,1.1,2.0,29.0,
25 nov. 2020 11:11,5.0,15.0,12.0,48.0,22.0,1.0,1.1,2.0,25.0,
25 nov. 2020 12:11,3.0,13.0,11.0,66.0,18.0,1.0,1.1,2.0,33.0,
25 nov. 2020 13:11,3.0,11.0,11.0,78.0,16.0,1.0,1.1,2.0,26.0,
25 nov. 2020 14:11,4.0,11.0,9.0,89.0,16.0,1.0,1.1,2.0,24.0,
25 nov. 2020 15:11,4.0,12.0,9.0,91.0,18.0,1.0,1.1,2.0,19.0,
25 nov. 2020 16:11,4.0,10.0,9.0,91.0,15.0,1.0,1.1,2.0,23.0,
25 nov. 2020 17:11,4.0,10.0,9.0,86.0,16.0,1.0,1.1,2.0,25.0,
25 nov. 2020 18:11,3.0,14.0,9.0,82.0,19.0,1.0,1.1,2.0,21.0,
25 nov. 2020 19:11,4.0,20.0,10.0,64.0,25.0,1.0,1.1,2.0,27.0,
25 nov. 2020 20:11,4.0,31.0,10.0,39.0,37.0,1.0,1.1,2.0,43.0,
25 nov. 2020 21:11,9.0,47.0,12.0,11.0,60.0,1.0,0.7,2.0,61.0,
25 nov. 2020 22:11,4.0,37.0,11.0,14.0,43.0,1.0,0.5,2.0,51.0,
25 nov. 2020 23:11,4.0,24.0,13.0,16.0,29.0,1.0,0.8,2.0,49.0,
26 nov. 2020 00:11,3.0,12.0,11.0,39.0,17.0,1.0,0.5,2.0,20.0,
26 nov. 2020 01:11,3.0,9.0,12.0,49.0,14.0,1.0,0.7,2.0,14.0,
26 nov. 2020 02:11,3.0,9.0,11.0,49.0,14.0,1.0,1.1,2.0,9.0,
26 nov. 2020 03:11,3.0,9.0,11.0,52.0,14.0,1.0,1.1,2.0,9.0,
26 nov. 2020 04:11,3.0,8.0,11.0,56.0,12.0,1.0,1.1,2.0,9.0,
26 nov. 2020 05:11,3.0,8.0,11.0,57.0,13.0,1.0,1.1,2.0,10.0,
26 nov. 2020 06:11,3.0,9.0,11.0,58.0,13.0,1.0,1.1,2.0,10.0,
26 nov. 2020 07:11,3.0,7.0,11.0,61.0,11.0,1.0,1.1,2.0,11.0,
26 nov. 2020 08:11,4.0,17.0,12.0,46.0,22.0,1.0,1.1,2.0,14.0,
26 nov. 2020 09:11,4.0,25.0,10.0,36.0,31.0,1.0,1.1,2.0,18.0,
26 nov. 2020 10:11,7.0,34.0,12.0,29.0,44.0,1.0,1.1,1.9,46.0,
26 nov. 2020 11:11,6.0,25.0,10.0,43.0,34.0,1.0,0.9,2.0,53.0,
26 nov. 2020 12:11,3.0,15.0,8.0,40.0,20.0,1.0,0.9,2.0,28.0,
26 nov. 2020 13:11,5.0,17.0,7.0,52.0,25.0,1.0,1.1,2.0,79.0,
26 nov. 2020 14:11,5.0,17.0,7.0,60.0,24.0,1.0,1.1,2.0,144.0,
26 nov. 2020 15:11,5.0,17.0,7.0,67.0,25.0,1.0,1.1,2.0,158.0,
26 nov. 2020 16:11,4.0,11.0,6.0,70.0,18.0,1.0,1.1,2.0,164.0,
26 nov. 2020 17:11,4.0,12.0,6.0,63.0,18.0,1.0,1.1,2.0,168.0,
26 nov. 2020 18:11,7.0,23.0,7.0,42.0,32.0,1.0,1.1,2.0,163.0,
26 nov. 2020 19:11,16.0,54.0,9.0,10.0,78.0,1.0,1.1,2.0,193.0,
26 nov. 2020 20:11,11.0,49.0,9.0,9.0,67.0,1.0,0.5,2.0,191.0,
26 nov. 2020 21:11,3.0,24.0,7.0,23.0,29.0,1.0,0.6,2.0,184.0,
26 nov. 2020 22:11,4.0,26.0,9.0,18.0,32.0,1.0,0.5,2.0,166.0,
26 nov. 2020 23:11,3.0,18.0,10.0,27.0,23.0,1.0,0.4,2.0,159.0,
27 nov. 2020 00:11,3.0,7.0,11.0,48.0,11.0,1.0,0.9,2.0,175.0,
27 nov. 2020 01:11,3.0,7.0,10.0,55.0,11.0,1.0,1.1,2.0,25.0,
27 nov. 2020 02:11,3.0,8.0,11.0,62.0,12.0,1.0,1.1,2.0,16.0,
27 nov. 2020 03:11,3.0,6.0,11.0,64.0,11.0,1.0,1.1,2.0,49.0,
27 nov. 2020 04:11,3.0,7.0,11.0,54.0,11.0,1.0,1.1,2.0,48.0,
27 nov. 2020 05:11,3.0,7.0,9.0,55.0,11.0,1.0,1.1,2.0,28.0,
27 nov. 2020 06:11,3.0,10.0,9.0,47.0,15.0,1.0,1.1,2.0,33.0,
27 nov. 2020 07:11,3.0,9.0,11.0,36.0,14.0,1.0,1.1,2.0,38.0,
27 nov. 2020 08:11,7.0,31.0,11.0,8.0,42.0,1.0,1.1,2.0,32.0,
27 nov. 2020 09:11,6.0,37.0,11.0,10.0,45.0,1.0,1.1,2.0,40.0,
27 nov. 2020 10:11,10.0,34.0,11.0,19.0,48.0,0.6,2.6,2.3,47.0,
27 nov. 2020 11:11,5.0,17.0,8.0,43.0,25.0,1.0,0.7,2.0,26.0,
27 nov. 2020 12:11,4.0,8.0,8.0,64.0,15.0,1.0,1.1,2.0,4.0,
27 nov. 2020 13:11,4.0,10.0,8.0,64.0,15.0,1.0,1.1,2.0,5.0,
27 nov. 2020 14:11,5.0,10.0,9.0,63.0,17.0,1.0,1.1,2.0,4.0,
27 nov. 2020 15:11,4.0,14.0,9.0,77.0,19.0,1.0,1.1,2.0,2.0,
27 nov. 2020 16:11,4.0,9.0,9.0,81.0,14.0,1.0,1.1,2.0,4.0,
27 nov. 2020 17:11,4.0,10.0,8.0,79.0,16.0,1.0,1.1,2.0,5.0,
27 nov. 2020 18:11,4.0,12.0,9.0,65.0,17.0,1.0,1.1,2.0,9.0,
27 nov. 2020 19:11,11.0,41.0,10.0,27.0,58.0,1.0,1.1,2.0,20.0,
27 nov. 2020 20:11,7.0,30.0,9.0,23.0,41.0,1.0,0.6,2.0,13.0,
27 nov. 2020 21:11,4.0,25.0,10.0,21.0,32.0,1.0,1.1,1.9,7.0,
27 nov. 2020 22:11,4.0,26.0,10.0,13.0,33.0,1.0,0.5,2.0,12.0,
27 nov. 2020 23:11,4.0,12.0,10.0,28.0,17.0,1.0,0.9,2.0,12.0,
28 nov. 2020 00:11,3.0,10.0,12.0,34.0,15.0,1.0,1.1,2.0,9.0,
28 nov. 2020 01:11,3.0,8.0,10.0,47.0,13.0,1.0,1.1,2.0,8.0,
28 nov. 2020 02:11,3.0,9.0,11.0,34.0,13.0,1.0,1.1,2.0,5.0,
28 nov. 2020 03:11,3.0,7.0,10.0,39.0,12.0,1.0,1.1,2.0,7.0,
28 nov. 2020 04:11,3.0,9.0,10.0,39.0,13.0,1.0,1.1,2.0,8.0,
28 nov. 2020 05:11,3.0,7.0,10.0,44.0,12.0,1.0,1.1,2.0,5.0,
28 nov. 2020 06:11,6.0,10.0,10.0,45.0,19.0,1.0,1.1,2.0,4.0,
28 nov. 2020 07:11,3.0,9.0,10.0,39.0,14.0,1.0,1.1,2.0,4.0,
28 nov. 2020 08:11,3.0,13.0,10.0,41.0,18.0,1.0,1.1,2.0,3.0,
28 nov. 2020 09:11,4.0,11.0,9.0,45.0,17.0,1.0,1.1,2.0,6.0,
28 nov. 2020 10:11,4.0,19.0,9.0,45.0,25.0,1.0,1.1,2.0,13.0,
28 nov. 2020 11:11,4.0,13.0,9.0,49.0,20.0,1.0,1.1,2.0,13.0,
28 nov. 2020 12:11,3.0,10.0,9.0,61.0,15.0,1.0,1.1,2.0,2.0,
28 nov. 2020 13:11,4.0,12.0,9.0,66.0,18.0,1.0,1.1,2.0,3.0,
28 nov. 2020 14:11,4.0,10.0,8.0,69.0,16.0,1.0,1.1,2.0,8.0,
28 nov. 2020 15:11,3.0,10.0,8.0,71.0,15.0,1.0,1.1,2.0,12.0,
28 nov. 2020 16:11,3.0,9.0,6.0,74.0,13.0,1.0,1.1,2.0,8.0,
28 nov. 2020 17:11,3.0,10.0,6.0,70.0,15.0,1.0,1.1,2.0,8.0,
28 nov. 2020 18:11,4.0,13.0,6.0,56.0,18.0,1.0,1.1,2.0,10.0,
28 nov. 2020 19:11,4.0,18.0,10.0,38.0,23.0,1.0,1.1,2.0,36.0,
28 nov. 2020 20:11,5.0,18.0,8.0,32.0,26.0,1.0,1.1,2.0,16.0,
28 nov. 2020 21:11,4.0,24.0,10.0,32.0,31.0,1.0,1.1,2.0,12.0,
28 nov. 2020 22:11,5.0,15.0,9.0,45.0,22.0,1.0,1.1,2.0,9.0,
28 nov. 2020 23:11,3.0,11.0,10.0,55.0,16.0,1.0,1.1,2.0,6.0,
29 nov. 2020 00:11,3.0,10.0,11.0,45.0,15.0,1.0,1.1,2.0,8.0,
29 nov. 2020 01:11,3.0,9.0,12.0,52.0,14.0,1.0,1.1,2.0,3.0,
29 nov. 2020 02:11,3.0,9.0,11.0,56.0,14.0,1.0,1.1,2.0,2.0,
29 nov. 2020 03:11,3.0,8.0,11.0,55.0,13.0,1.0,1.1,2.0,3.0,
29 nov. 2020 04:11,3.0,8.0,10.0,56.0,12.0,1.0,1.1,2.0,3.0,
29 nov. 2020 05:11,3.0,7.0,11.0,57.0,11.0,1.0,1.1,2.0,4.0,
29 nov. 2020 06:11,3.0,9.0,9.0,52.0,13.0,1.0,1.1,2.0,3.0,
29 nov. 2020 07:11,3.0,12.0,11.0,49.0,17.0,1.0,1.1,2.0,4.0,
29 nov. 2020 08:11,3.0,8.0,12.0,53.0,13.0,1.0,1.1,2.0,4.0,
29 nov. 2020 09:11,3.0,10.0,12.0,51.0,15.0,1.0,1.1,2.0,6.0,
29 nov. 2020 10:11,4.0,13.0,10.0,45.0,18.0,1.0,1.1,2.0,14.0,
29 nov. 2020 11:11,3.0,11.0,9.0,64.0,16.0,1.0,1.1,2.0,9.0,
29 nov. 2020 12:11,3.0,11.0,8.0,63.0,16.0,1.0,1.1,2.0,10.0,
29 nov. 2020 13:11,3.0,12.0,8.0,71.0,16.0,1.0,1.1,2.0,5.0,
29 nov. 2020 14:11,4.0,10.0,8.0,79.0,16.0,1.0,1.1,2.0,4.0,
29 nov. 2020 15:11,3.0,9.0,8.0,83.0,13.0,1.0,1.1,2.0,8.0,
29 nov. 2020 16:11,3.0,7.0,7.0,83.0,12.0,1.0,1.1,2.0,6.0,
29 nov. 2020 17:11,3.0,8.0,6.0,80.0,13.0,1.0,1.1,2.0,15.0,
29 nov. 2020 18:11,3.0,10.0,5.0,67.0,15.0,1.0,1.1,2.0,12.0,
29 nov. 2020 19:11,5.0,22.0,6.0,39.0,29.0,1.0,1.1,2.0,38.0,
29 nov. 2020 20:11,3.0,19.0,7.0,35.0,23.0,1.0,1.1,2.0,21.0,
29 nov. 2020 21:11,5.0,24.0,10.0,22.0,31.0,1.0,1.0,2.0,31.0,
29 nov. 2020 22:11,3.0,14.0,10.0,38.0,19.0,1.0,1.1,2.0,20.0,
29 nov. 2020 23:11,3.0,11.0,11.0,32.0,16.0,1.0,1.1,2.0,19.0,
30 nov. 2020 00:11,3.0,11.0,13.0,37.0,16.0,1.0,1.1,2.0,16.0,
30 nov. 2020 01:11,3.0,8.0,12.0,42.0,13.0,1.0,1.1,2.0,12.0,
30 nov. 2020 02:11,3.0,7.0,12.0,51.0,11.0,1.0,1.1,2.0,13.0,
30 nov. 2020 03:11,3.0,8.0,11.0,32.0,13.0,1.0,1.1,2.0,9.0,
30 nov. 2020 04:11,3.0,7.0,12.0,40.0,12.0,1.0,1.1,2.0,15.0,
30 nov. 2020 05:11,3.0,9.0,12.0,33.0,13.0,1.0,1.1,2.0,8.0,
30 nov. 2020 06:11,3.0,11.0,11.0,23.0,16.0,1.0,1.1,2.0,6.0,
30 nov. 2020 07:11,7.0,23.0,12.0,14.0,33.0,1.0,1.1,2.0,12.0,
30 nov. 2020 08:11,6.0,21.0,13.0,18.0,31.0,1.0,1.1,2.0,19.0,
30 nov. 2020 09:11,7.0,30.0,12.0,19.0,40.0,1.0,1.1,2.0,21.0,
30 nov. 2020 10:11,7.0,27.0,13.0,21.0,39.0,1.0,1.1,2.0,29.0,
30 nov. 2020 11:11,6.0,24.0,12.0,32.0,34.0,1.0,1.1,2.0,29.0,
30 nov. 2020 12:11,4.0,13.0,13.0,62.0,19.0,1.0,1.1,2.0,23.0,
30 nov. 2020 13:11,4.0,10.0,12.0,67.0,15.0,1.0,1.1,2.0,19.0,
30 nov. 2020 14:11,3.0,8.0,11.0,69.0,13.0,1.0,1.1,2.0,12.0,
30 nov. 2020 15:11,3.0,11.0,9.0,74.0,15.0,1.0,1.1,2.0,11.0,
30 nov. 2020 16:11,3.0,9.0,9.0,74.0,13.0,1.0,1.1,2.0,12.0,
30 nov. 2020 17:11,3.0,10.0,9.0,73.0,15.0,1.0,1.1,2.0,19.0,
30 nov. 2020 18:11,3.0,12.0,9.0,64.0,17.0,1.0,1.1,2.0,17.0,
30 nov. 2020 19:11,5.0,28.0,10.0,31.0,35.0,1.0,1.1,2.0,22.0,
30 nov. 2020 20:11,5.0,36.0,12.0,17.0,44.0,1.0,0.9,2.0,31.0,
30 nov. 2020 21:11,4.0,27.0,11.0,25.0,33.0,1.0,1.1,2.0,24.0,
30 nov. 2020 22:11,4.0,24.0,11.0,35.0,30.0,1.0,1.1,2.0,22.0,
30 nov. 2020 23:11,3.0,14.0,9.0,40.0,20.0,1.0,1.1,2.0,11.0,
1 dic. 2020 00:12,3.0,10.0,9.0,40.0,15.0,1.0,1.1,2.0,9.0,
1 dic. 2020 01:12,3.0,7.0,10.0,44.0,12.0,1.0,1.1,2.0,10.0,
1 dic. 2020 02:12,3.0,8.0,10.0,45.0,12.0,1.0,1.1,2.0,10.0,
1 dic. 2020 03:12,3.0,8.0,10.0,42.0,13.0,1.0,1.1,2.0,12.0,
1 dic. 2020 04:12,3.0,7.0,10.0,41.0,12.0,1.0,1.1,2.0,11.0,
1 dic. 2020 05:12,3.0,7.0,11.0,43.0,12.0,1.0,1.1,2.0,9.0,
1 dic. 2020 06:12,3.0,10.0,11.0,35.0,15.0,1.0,1.1,2.0,8.0,
1 dic. 2020 07:12,4.0,14.0,9.0,31.0,20.0,1.0,1.1,2.0,7.0,
1 dic. 2020 08:12,4.0,14.0,10.0,30.0,20.0,1.0,1.1,2.0,12.0,
1 dic. 2020 09:12,4.0,17.0,12.0,34.0,24.0,1.0,1.1,2.0,14.0,
1 dic. 2020 10:12,7.0,13.0,12.0,38.0,24.0,1.0,1.1,2.0,15.0,
1 dic. 2020 11:12,4.0,13.0,10.0,51.0,20.0,1.0,1.1,2.0,20.0,
1 dic. 2020 12:12,4.0,16.0,9.0,58.0,22.0,1.0,1.1,2.0,17.0,
1 dic. 2020 13:12,4.0,15.0,11.0,72.0,22.0,1.0,1.1,2.0,16.0,
1 dic. 2020 14:12,3.0,9.0,9.0,83.0,14.0,1.0,1.1,2.0,9.0,
1 dic. 2020 15:12,5.0,13.0,7.0,83.0,20.0,1.0,1.1,2.0,11.0,
1 dic. 2020 16:12,3.0,12.0,7.0,83.0,17.0,1.0,1.1,2.0,23.0,
1 dic. 2020 17:12,3.0,10.0,6.0,80.0,15.0,1.0,1.1,2.0,15.0,
1 dic. 2020 18:12,4.0,10.0,6.0,74.0,16.0,1.0,1.1,2.0,18.0,
1 dic. 2020 19:12,4.0,10.0,8.0,71.0,16.0,1.0,1.1,1.9,20.0,
1 dic. 2020 20:12,3.0,14.0,9.0,60.0,19.0,1.0,1.1,2.0,18.0,
1 dic. 2020 21:12,6.0,26.0,11.0,40.0,36.0,1.0,1.1,2.0,23.0,
1 dic. 2020 22:12,4.0,23.0,9.0,32.0,29.0,1.0,1.1,2.0,20.0,
1 dic. 2020 23:12,3.0,8.0,9.0,53.0,13.0,1.0,1.1,2.0,15.0,
2 dic. 2020 00:12,3.0,9.0,9.0,55.0,14.0,1.0,1.1,2.0,11.0,
2 dic. 2020 01:12,3.0,11.0,9.0,53.0,16.0,1.0,1.1,2.0,8.0,
2 dic. 2020 02:12,3.0,10.0,9.0,40.0,15.0,1.0,1.1,2.0,3.0,
2 dic. 2020 03:12,3.0,7.0,9.0,40.0,12.0,1.0,1.1,2.0,2.0,
2 dic. 2020 04:12,3.0,7.0,9.0,48.0,11.0,1.0,1.1,2.0,3.0,
2 dic. 2020 05:12,3.0,8.0,9.0,68.0,13.0,1.0,1.1,2.0,1.0,
2 dic. 2020 06:12,4.0,10.0,9.0,65.0,15.0,1.0,1.1,2.0,13.0,
2 dic. 2020 07:12,4.0,7.0,8.0,63.0,12.0,1.0,1.1,2.0,3.0,
2 dic. 2020 08:12,3.0,13.0,9.0,65.0,17.0,1.0,1.1,2.0,6.0,
2 dic. 2020 09:12,4.0,19.0,9.0,53.0,25.0,1.0,1.1,2.0,17.0,
2 dic. 2020 10:12,6.0,30.0,10.0,36.0,39.0,1.0,1.1,2.0,48.0,
2 dic. 2020 11:12,4.0,19.0,11.0,61.0,25.0,1.0,1.1,2.0,13.0,
2 dic. 2020 12:12,4.0,12.0,11.0,73.0,17.0,1.0,1.1,2.0,14.0,
2 dic. 2020 13:12,4.0,9.0,10.0,76.0,15.0,1.0,1.1,2.0,66.0,
2 dic. 2020 14:12,4.0,8.0,10.0,86.0,13.0,1.0,1.1,2.0,90.0,
2 dic. 2020 15:12,4.0,8.0,10.0,90.0,14.0,1.0,1.1,2.0,13.0,
2 dic. 2020 16:12,3.0,10.0,9.0,92.0,15.0,1.0,1.1,2.0,13.0,
2 dic. 2020 17:12,3.0,12.0,10.0,84.0,17.0,1.0,1.1,2.0,15.0,
2 dic. 2020 18:12,3.0,14.0,9.0,69.0,18.0,1.0,1.1,2.0,49.0,
2 dic. 2020 19:12,4.0,12.0,11.0,58.0,18.0,1.0,1.1,2.0,30.0,
2 dic. 2020 20:12,4.0,21.0,12.0,50.0,28.0,1.0,1.1,2.0,21.0,
2 dic. 2020 21:12,4.0,21.0,14.0,42.0,27.0,1.0,1.1,2.0,11.0,
2 dic. 2020 22:12,4.0,23.0,12.0,47.0,30.0,1.0,1.1,2.0,8.0,
2 dic. 2020 23:12,3.0,9.0,11.0,70.0,14.0,1.0,1.1,2.0,5.0,
3 dic. 2020 00:12,3.0,12.0,13.0,68.0,16.0,1.0,1.1,2.0,4.0,
3 dic. 2020 01:12,3.0,8.0,11.0,68.0,13.0,1.0,1.1,2.0,3.0,
3 dic. 2020 02:12,3.0,8.0,13.0,59.0,13.0,1.0,1.1,2.0,7.0,
3 dic. 2020 03:12,3.0,9.0,13.0,60.0,15.0,1.0,1.1,2.0,2.0,
3 dic. 2020 04:12,3.0,9.0,13.0,55.0,14.0,1.0,1.1,2.0,4.0,
3 dic. 2020 05:12,3.0,10.0,13.0,51.0,14.0,1.0,1.1,2.0,3.0,
3 dic. 2020 06:12,3.0,11.0,12.0,48.0,16.0,1.0,1.1,2.0,6.0,
3 dic. 2020 07:12,3.0,8.0,11.0,59.0,13.0,1.0,1.1,2.0,7.0,
3 dic. 2020 08:12,6.0,19.0,12.0,38.0,28.0,1.0,1.1,2.0,9.0,
3 dic. 2020 09:12,12.0,38.0,12.0,18.0,57.0,1.0,1.1,2.0,32.0,
3 dic. 2020 10:12,4.0,14.0,11.0,62.0,21.0,1.0,1.6,2.0,21.0,
3 dic. 2020 11:12,5.0,15.0,11.0,62.0,24.0,1.0,1.1,2.0,17.0,
3 dic. 2020 12:12,8.0,20.0,10.0,58.0,32.0,1.0,1.1,2.0,19.0,
3 dic. 2020 13:12,5.0,15.0,10.0,80.0,23.0,1.0,1.1,2.0,24.0,
3 dic. 2020 14:12,5.0,12.0,10.0,87.0,21.0,1.0,1.1,2.0,26.0,
3 dic. 2020 15:12,5.0,13.0,9.0,86.0,20.0,1.0,1.1,2.0,24.0,
3 dic. 2020 16:12,3.0,11.0,9.0,89.0,16.0,1.0,1.1,2.0,19.0,
3 dic. 2020 17:12,3.0,9.0,9.0,88.0,14.0,1.0,1.1,2.0,23.0,
3 dic. 2020 18:12,4.0,12.0,9.0,80.0,17.0,1.0,1.1,2.0,22.0,
3 dic. 2020 19:12,4.0,12.0,9.0,69.0,19.0,1.0,1.1,2.0,21.0,
3 dic. 2020 20:12,4.0,13.0,10.0,61.0,19.0,1.0,1.1,2.0,18.0,
3 dic. 2020 21:12,5.0,33.0,13.0,18.0,41.0,1.0,1.1,2.0,30.0,
3 dic. 2020 22:12,4.0,20.0,10.0,42.0,25.0,1.0,1.1,2.0,25.0,
3 dic. 2020 23:12,4.0,11.0,10.0,46.0,17.0,1.0,1.1,2.0,12.0,
4 dic. 2020 00:12,3.0,7.0,9.0,52.0,13.0,1.0,1.1,2.0,13.0,
4 dic. 2020 01:12,3.0,9.0,9.0,40.0,14.0,1.0,1.1,2.0,9.0,
4 dic. 2020 02:12,3.0,9.0,9.0,47.0,14.0,1.0,1.1,2.0,7.0,
4 dic. 2020 03:12,3.0,8.0,10.0,54.0,13.0,1.0,1.1,2.0,3.0,
4 dic. 2020 04:12,3.0,6.0,9.0,58.0,11.0,1.0,1.1,2.0,3.0,
4 dic. 2020 05:12,3.0,7.0,9.0,75.0,12.0,1.0,1.1,2.0,4.0,
4 dic. 2020 06:12,3.0,6.0,8.0,74.0,10.0,1.0,1.1,2.0,4.0,
4 dic. 2020 07:12,3.0,9.0,8.0,75.0,13.0,1.0,1.1,2.0,6.0,
4 dic. 2020 08:12,3.0,13.0,8.0,77.0,17.0,1.0,1.1,2.0,12.0,
4 dic. 2020 09:12,6.0,13.0,7.0,77.0,22.0,1.0,1.1,2.0,17.0,
4 dic. 2020 10:12,3.0,9.0,9.0,89.0,14.0,1.0,1.1,2.0,60.0,
4 dic. 2020 11:12,4.0,12.0,8.0,93.0,18.0,1.0,1.1,2.0,26.0,
4 dic. 2020 12:12,4.0,11.0,8.0,93.0,17.0,1.0,1.1,2.0,35.0,
4 dic. 2020 13:12,4.0,14.0,9.0,93.0,20.0,1.0,1.1,2.0,62.0,
4 dic. 2020 14:12,3.0,10.0,8.0,88.0,16.0,1.0,1.1,2.0,31.0,
4 dic. 2020 15:12,4.0,12.0,8.0,80.0,18.0,1.0,1.1,2.0,20.0,
4 dic. 2020 16:12,4.0,8.0,7.0,61.0,14.0,1.0,1.1,2.0,29.0,
4 dic. 2020 17:12,3.0,11.0,7.0,54.0,16.0,1.0,1.1,2.0,5.0,
4 dic. 2020 18:12,4.0,12.0,9.0,62.0,17.0,1.0,1.1,2.0,6.0,
4 dic. 2020 19:12,4.0,13.0,10.0,55.0,19.0,1.0,1.1,2.0,8.0,
4 dic. 2020 20:12,4.0,16.0,9.0,61.0,23.0,1.0,1.1,2.0,7.0,
4 dic. 2020 21:12,4.0,12.0,9.0,61.0,18.0,1.0,1.1,2.0,5.0,
4 dic. 2020 22:12,4.0,10.0,9.0,62.0,16.0,1.0,1.1,2.0,4.0,
4 dic. 2020 23:12,4.0,12.0,10.0,59.0,19.0,1.0,1.1,2.0,6.0,
5 dic. 2020 00:12,4.0,11.0,9.0,55.0,16.0,1.0,1.1,2.0,7.0,
5 dic. 2020 01:12,3.0,7.0,9.0,74.0,12.0,1.0,1.1,2.0,2.0,
5 dic. 2020 02:12,3.0,8.0,9.0,81.0,13.0,1.0,1.1,2.0,1.0,
5 dic. 2020 03:12,3.0,6.0,10.0,86.0,11.0,1.0,1.1,2.0,2.0,
5 dic. 2020 04:12,3.0,8.0,9.0,85.0,12.0,1.0,1.1,2.0,3.0,
5 dic. 2020 05:12,3.0,7.0,9.0,81.0,12.0,1.0,1.1,2.0,4.0,
5 dic. 2020 06:12,3.0,8.0,9.0,82.0,12.0,1.0,1.1,2.0,5.0,
5 dic. 2020 07:12,3.0,9.0,9.0,68.0,14.0,1.0,1.1,2.0,5.0,
5 dic. 2020 08:12,4.0,11.0,9.0,60.0,17.0,1.0,1.1,2.0,7.0,
5 dic. 2020 09:12,4.0,13.0,10.0,65.0,18.0,1.0,1.1,2.0,6.0,
5 dic. 2020 10:12,5.0,10.0,10.0,70.0,17.0,1.0,1.1,2.0,14.0,
5 dic. 2020 11:12,4.0,11.0,10.0,74.0,17.0,1.0,1.1,2.0,6.0,
5 dic. 2020 12:12,3.0,9.0,9.0,85.0,14.0,1.0,1.1,2.0,5.0,
5 dic. 2020 13:12,5.0,13.0,9.0,82.0,19.0,1.0,1.1,2.0,6.0,
